word,pos,cefr
prevent,verb,A2
role,noun,A2
least,det,A2
least,pron,A2
least,adv,A2
normal,adj,A2
print,verb,A2
roof,noun,A2
lecture,noun,A2
lecture,verb,A2
normally,adv,A2
printer,noun,A2
round,adj,A2
round,adv,A2
round,prep,A2
lemon,noun,A2
notice,verb,A2
notice,noun,A2
prison,noun,A2
route,noun,A2
lend,verb,A2
novel,noun,A2
prize,noun,A2
rude,adj,A2
less,det,A2
less,pron,A2
less,adv,A2
nowhere,adv,A2
process,noun,A2
run,noun,A2
level,noun,A2
number,verb,A2
produce,verb,A2
runner,noun,A2
lifestyle,noun,A2
nut,noun,A2
professional,adj,A2
running,noun,A2
lift,verb,A2
offer,verb,A2
offer,noun,A2
professor,noun,A2
sadly,adv,A2
light,verb,A2
officer,noun,A2
profile,noun,A2
safe,adj,A2
light,adj,A2
oil,noun,A2
progress,noun,A2
sail,verb,A2
likely,adj,A2
onto,prep,A2
promise,verb,A2
promise,noun,A2
sailing,noun,A2
link,noun,A2
link,verb,A2
opportunity,noun,A2
pronounce,verb,A2
salary,noun,A2
listener,noun,A2
option,noun,A2
protect,verb,A2
sale,noun,A2
little,adv,A2
ordinary,adj,A2
provide,verb,A2
sauce,noun,A2
lock,verb,A2
lock,noun,A2
organization,noun,A2
public,adj,A2
public,noun,A2
save,verb,A2
look,noun,A2
organize,verb,A2
publish,verb,A2
scared,adj,A2
lost,adj,A2
original,adj,A2
pull,verb,A2
scary,adj,A2
loud,adj,A2
loud,adv,A2
ourselves,pron,A2
purpose,noun,A2
scene,noun,A2
loudly,adv,A2
outside,prep,A2
outside,noun,A2
outside,adj,A2
push,verb,A2
schedule,noun,A2
low,adj,A2
low,adv,A2
oven,noun,A2
quality,noun,A2
score,verb,A2
score,noun,A2
luck,noun,A2
overseas,adv,A2
quantity,noun,A2
screen,noun,A2
lucky,adj,A2
own,verb,A2
queen,noun,A2
sea,noun,A2
mail,noun,A2
mail,verb,A2
owner,noun,A2
question,verb,A2
search,noun,A2
search,verb,A2
major,adj,A2
pack,verb,A2
quietly,adv,A2
season,noun,A2
male,adj,A2
male,noun,A2
pain,noun,A2
race,noun,A2
race,verb,A2
seat,noun,A2
manage,verb,A2
painter,noun,A2
railroad,noun,A2
second,adv,A2
manager,noun,A2
palace,noun,A2
raise,verb,A2
secret,adj,A2
secret,noun,A2
manner,noun,A2
parking,noun,A2
rate,noun,A2
secretary,noun,A2
mark,verb,A2
mark,noun,A2
particular,adj,A2
rather,adv,A2
seem,verb,A2
marry,verb,A2
pass,verb,A2
reach,verb,A2
sense,noun,A2
material,noun,A2
passenger,noun,A2
react,verb,A2
separate,adj,A2
math,noun,A2
past,adv,A2
realize,verb,A2
series,noun,A2
mathematics,noun,A2
patient,noun,A2
receive,verb,A2
serious,adj,A2
matter,noun,A2
matter,verb,A2
pattern,noun,A2
recent,adj,A2
serve,verb,A2
may,modalv,A2
pay,noun,A2
recently,adv,A2
service,noun,A2
mayor,noun,A2
peace,noun,A2
reception,noun,A2
several,det,A2
several,pron,A2
media,noun,A2
penny,noun,A2
recipe,noun,A2
shake,verb,A2
medical,adj,A2
per,prep,A2
recognize,verb,A2
shape,noun,A2
medicine,noun,A2
percent,noun,A2
percent,adj,A2
percent,adv,A2
recommend,verb,A2
sheet,noun,A2
memory,noun,A2
perform,verb,A2
record,noun,A2
record,verb,A2
ship,noun,A2
mention,verb,A2
perhaps,adv,A2
recording,noun,A2
shoulder,noun,A2
metal,noun,A2
permission,noun,A2
recycle,verb,A2
shout,verb,A2
shout,noun,A2
method,noun,A2
personality,noun,A2
reduce,verb,A2
shut,verb,A2
shut,adj,A2
middle,noun,A2
middle,adj,A2
pet,noun,A2
refer,verb,A2
side,noun,A2
might,modalv,A2
photograph,verb,A2
refrigerator,noun,A2
sign,noun,A2
sign,verb,A2
mind,noun,A2
mind,verb,A2
physical,adj,A2
refuse,verb,A2
silver,noun,A2
silver,adj,A2
mine,pron,A2
physics,noun,A2
region,noun,A2
simple,adj,A2
mirror,noun,A2
pick,verb,A2
regular,adj,A2
since,prep,A2
since,conj,A2
missing,adj,A2
pilot,noun,A2
relationship,noun,A2
singing,noun,A2
monkey,noun,A2
planet,noun,A2
remove,verb,A2
single,adj,A2
single,noun,A2
moon,noun,A2
plant,verb,A2
repair,verb,A2
sir,noun,A2
mostly,adv,A2
plastic,noun,A2
plastic,adj,A2
replace,verb,A2
site,noun,A2
motorcycle,noun,A2
plate,noun,A2
reply,verb,A2
reply,noun,A2
size,noun,A2
movement,noun,A2
platform,noun,A2
report,verb,A2
ski,verb,A2
ski,adj,A2
ski,noun,A2
musical,adj,A2
please,verb,A2
reporter,noun,A2
skiing,noun,A2
musician,noun,A2
pleased,adj,A2
request,noun,A2
skin,noun,A2
myself,pron,A2
pocket,noun,A2
research,noun,A2
research,verb,A2
sky,noun,A2
narrow,adj,A2
polite,adj,A2
researcher,noun,A2
sleep,noun,A2
national,adj,A2
pollution,noun,A2
respond,verb,A2
slowly,adv,A2
nature,noun,A2
pop,noun,A2
pop,adj,A2
response,noun,A2
nearly,adv,A2
population,noun,A2
rest,noun,A2
smell,verb,A2
smell,noun,A2
necessary,adj,A2
position,noun,A2
rest,verb,A2
smile,verb,A2
smile,noun,A2
neck,noun,A2
possession,noun,A2
review,noun,A2
review,verb,A2
smoke,noun,A2
smoke,verb,A2
need,noun,A2
possibility,noun,A2
ride,noun,A2
smoking,noun,A2
neither,det,A2
neither,pron,A2
poster,noun,A2
ring,noun,A2
sneaker,noun,A2
nervous,adj,A2
power,noun,A2
ring,verb,A2
soap,noun,A2
network,noun,A2
predict,verb,A2
rise,verb,A2
soccer,noun,A2
noise,noun,A2
present,verb,A2
social,adj,A2
society,noun,A2
thought,noun,A2
worst,adj,A2
battery,noun,A2
sock,noun,A2
throw,verb,A2
wow,exclam,A2
battle,noun,A2
soft,adj,A2
tie,verb,A2
tie,noun,A2
yet,adv,A2
beauty,noun,A2
soldier,noun,A2
tip,noun,A2
yours,pron,A2
bee,noun,A2
solution,noun,A2
tool,noun,A2
zero,number,A2
belief,noun,A2
solve,verb,A2
top,noun,A2
top,adj,A2
bell,noun,A2
somewhere,adv,A2
somewhere,pron,A2
touch,verb,A2
bend,verb,A2
bend,noun,A2
sort,noun,A2
tour,noun,A2
benefit,verb,B1
source,noun,B1
tourism,noun,B1
better,noun,B1
speaker,noun,B1
toward,prep,B1
absolutely,adv,B1
bite,verb,B1
bite,noun,B1
specific,adj,B1
towel,noun,B1
academic,adj,B1
block,verb,B1
speech,noun,B1
tower,noun,B1
access,noun,B1
access,verb,B1
board,verb,B1
speed,noun,B1
toy,noun,B1
toy,adj,B1
account,noun,B1
bomb,noun,B1
bomb,verb,B1
spider,noun,B1
track,noun,B1
achievement,noun,B1
border,noun,B1
spoon,noun,B1
tradition,noun,B1
act,noun,B1
bother,verb,B1
square,adj,B1
square,noun,B1
traditional,adj,B1
ad,noun,B1
branch,noun,B1
stage,noun,B1
train,verb,B1
addition,noun,B1
brand,noun,B1
brand,verb,B1
stair,noun,B1
training,noun,B1
administration,noun,B1
brave,adj,B1
stamp,noun,B1
transportation,noun,B1
admire,verb,B1
breath,noun,B1
star,verb,B1
trash,noun,B1
admit,verb,B1
breathe,verb,B1
start,noun,B1
traveler,noun,B1
advanced,adj,B1
breathing,noun,B1
state,noun,B1
trouble,noun,B1
advise,verb,B1
bride,noun,B1
stay,noun,B1
twin,noun,B1
twin,adj,B1
afford,verb,B1
bubble,noun,B1
steal,verb,B1
typical,adj,B1
age,verb,B1
bury,verb,B1
step,noun,B1
underground,adj,B1
underground,adv,B1
agent,noun,B1
by,adv,B1
stomach,noun,B1
understanding,noun,B1
agreement,noun,B1
cable,noun,B1
stone,noun,B1
unfortunately,adv,B1
ahead,adv,B1
calm,adj,B1
calm,verb,B1
calm,noun,B1
storm,noun,B1
storm,verb,B1
unhappy,adj,B1
aim,verb,B1
aim,noun,B1
campaign,noun,B1
campaign,verb,B1
stove,noun,B1
uniform,noun,B1
alarm,noun,B1
candidate,noun,B1
straight,adv,B1
straight,adj,B1
unit,noun,B1
album,noun,B1
cap,noun,B1
strange,adj,B1
united,adj,B1
alcohol,noun,B1
captain,noun,B1
strategy,noun,B1
unusual,adj,B1
alcoholic,adj,B1
careless,adj,B1
stress,noun,B1
stress,verb,B1
upstairs,adj,B1
alternative,adj,B1
category,noun,B1
structure,noun,B1
use,noun,B1
amazed,adj,B1
ceiling,noun,B1
stupid,adj,B1
to,modalv,B1
ambition,noun,B1
celebration,noun,B1
subway,noun,B1
user,noun,B1
analysis,noun,B1
center,verb,B1
succeed,verb,B1
usual,adj,B1
announce,verb,B1
central,adj,B1
successful,adj,B1
valley,noun,B1
announcement,noun,B1
ceremony,noun,B1
such,det,B1
such,pron,B1
variety,noun,B1
annoy,verb,B1
chain,noun,B1
suddenly,adv,B1
vehicle,noun,B1
annoyed,adj,B1
challenge,noun,B1
suggest,verb,B1
view,noun,B1
annoying,adj,B1
champion,noun,B1
suggestion,noun,B1
village,noun,B1
apart,adv,B1
channel,noun,B1
suit,noun,B1
virus,noun,B1
apologize,verb,B1
chapter,noun,B1
support,verb,B1
support,noun,B1
voice,noun,B1
application,noun,B1
charge,noun,B1
charge,verb,B1
suppose,verb,B1
wait,noun,B1
appointment,noun,B1
cheap,adv,B1
sure,adv,B1
war,noun,B1
appreciate,verb,B1
cheat,verb,B1
cheat,noun,B1
surprise,noun,B1
surprise,verb,B1
wash,noun,B1
approximately,adv,B1
cheerful,adj,B1
surprised,adj,B1
washing,noun,B1
arrest,verb,B1
arrest,noun,B1
chemical,adj,B1
chemical,noun,B1
surprising,adj,B1
wave,noun,B1
arrival,noun,B1
chest,noun,B1
survey,noun,B1
weak,adj,B1
assignment,noun,B1
childhood,noun,B1
sweet,adj,B1
sweet,noun,B1
web,noun,B1
assist,verb,B1
claim,verb,B1
claim,noun,B1
symbol,noun,B1
wedding,noun,B1
atmosphere,noun,B1
clause,noun,B1
system,noun,B1
weight,noun,B1
attach,verb,B1
clear,verb,B1
tablet,noun,B1
welcome,noun,B1
attitude,noun,B1
clever,adj,B1
talk,noun,B1
wet,adj,B1
attract,verb,B1
click,verb,B1
click,noun,B1
target,noun,B1
wheel,noun,B1
attraction,noun,B1
client,noun,B1
task,noun,B1
while,conj,B1
authority,noun,B1
climb,noun,B1
taste,noun,B1
taste,verb,B1
whole,adj,B1
automatic,adj,B1
close,adv,B1
teaching,noun,B1
whose,det,B1
whose,pron,B1
automatically,adv,B1
cloth,noun,B1
technology,noun,B1
wide,adj,B1
average,verb,B1
clue,noun,B1
teenage,adj,B1
wild,adj,B1
award,verb,B1
coach,verb,B1
temperature,noun,B1
wind,noun,B1
aware,adj,B1
coal,noun,B1
term,noun,B1
winner,noun,B1
backward,adv,B1
coin,noun,B1
text,verb,B1
wish,verb,B1
wish,noun,B1
bake,verb,B1
collection,noun,B1
themselves,pron,B1
wood,noun,B1
balance,noun,B1
balance,verb,B1
colored,adj,B1
thick,adj,B1
wooden,adj,B1
ban,verb,B1
ban,noun,B1
combine,verb,B1
thief,noun,B1
working,adj,B1
bank,noun,B1
comment,verb,B1
thin,adj,B1
worried,adj,B1
base,noun,B1
base,verb,B1
commercial,adj,B1
commercial,noun,B1
thinking,noun,B1
worry,verb,B1
basic,adj,B1
commit,verb,B1
third,noun,B1
worse,adj,B1
basis,noun,B1
communication,noun,B1
comparison,noun,B1
district,noun,B1
fashionable,adj,B1
honest,adj,B1
competitive,adj,B1
divide,verb,B1
fasten,verb,B1
horrible,adj,B1
competitor,noun,B1
documentary,noun,B1
favor,noun,B1
horror,noun,B1
complaint,noun,B1
donate,verb,B1
fear,verb,B1
host,noun,B1
complex,adj,B1
double,adv,B1
feature,verb,B1
hunt,verb,B1
concentrate,verb,B1
doubt,noun,B1
doubt,verb,B1
federal,adj,B1
hurricane,noun,B1
conclude,verb,B1
dressed,adj,B1
fence,noun,B1
hurry,noun,B1
hurry,verb,B1
conclusion,noun,B1
drop,noun,B1
fighting,noun,B1
identity,noun,B1
confident,adj,B1
drum,noun,B1
file,noun,B1
ignore,verb,B1
confirm,verb,B1
drunk,adj,B1
financial,adj,B1
illegal,adj,B1
confuse,verb,B1
due,adj,B1
fitness,noun,B1
imaginary,adj,B1
confused,adj,B1
dust,noun,B1
fixed,adj,B1
immediate,adj,B1
connection,noun,B1
duty,noun,B1
flag,noun,B1
immigrant,noun,B1
consequence,noun,B1
earthquake,noun,B1
flood,noun,B1
flood,verb,B1
impact,noun,B1
impact,verb,B1
consist,verb,B1
eastern,adj,B1
flour,noun,B1
import,noun,B1
import,verb,B1
consume,verb,B1
economic,adj,B1
flow,verb,B1
flow,noun,B1
importance,noun,B1
consumer,noun,B1
economy,noun,B1
fold,verb,B1
impression,noun,B1
contact,noun,B1
contact,verb,B1
edge,noun,B1
folk,noun,B1
folk,adj,B1
impressive,adj,B1
container,noun,B1
editor,noun,B1
following,noun,B1
improvement,noun,B1
educate,verb,B1
force,noun,B1
force,verb,B1
incredibly,adv,B1
continuous,adj,B1
educated,adj,B1
forever,adv,B1
indeed,adv,B1
contrast,noun,B1
contrast,verb,B1
educational,adj,B1
frame,noun,B1
frame,verb,B1
indicate,verb,B1
convenient,adj,B1
effective,adj,B1
freeze,verb,B1
indirect,adj,B1
convince,verb,B1
effectively,adv,B1
frequently,adv,B1
indoor,adj,B1
cool,verb,B1
effort,noun,B1
friendship,noun,B1
indoors,adv,B1
corn,noun,B1
election,noun,B1
frighten,verb,B1
influence,noun,B1
influence,verb,B1
costume,noun,B1
element,noun,B1
frightened,adj,B1
ingredient,noun,B1
cotton,noun,B1
embarrassed,adj,B1
frightening,adj,B1
injure,verb,B1
count,noun,B1
embarrassing,adj,B1
frozen,adj,B1
injured,adj,B1
countryside,noun,B1
emergency,noun,B1
fry,verb,B1
innocent,adj,B1
court,noun,B1
emotion,noun,B1
fuel,noun,B1
intelligence,noun,B1
cover,noun,B1
employment,noun,B1
function,noun,B1
intend,verb,B1
covered,adj,B1
empty,verb,B1
fur,noun,B1
intention,noun,B1
cream,adj,B1
encourage,verb,B1
further,adv,B1
invest,verb,B1
criminal,adj,B1
enemy,noun,B1
garage,noun,B1
investigate,verb,B1
cruel,adj,B1
engaged,adj,B1
gather,verb,B1
involved,adj,B1
cultural,adj,B1
engineering,noun,B1
generally,adv,B1
iron,noun,B1
iron,verb,B1
cupboard,noun,B1
entertain,verb,B1
generation,noun,B1
issue,noun,B1
currency,noun,B1
entertainment,noun,B1
generous,adj,B1
IT,noun,B1
current,adj,B1
entrance,noun,B1
gentle,adj,B1
journal,noun,B1
currently,adv,B1
entry,noun,B1
gentleman,noun,B1
journey,noun,B1
curtain,noun,B1
environmental,adj,B1
ghost,noun,B1
judge,noun,B1
judge,verb,B1
custom,noun,B1
episode,noun,B1
giant,adj,B1
giant,noun,B1
key,verb,B1
cut,noun,B1
equal,adj,B1
equal,verb,B1
glad,adj,B1
keyboard,noun,B1
daily,adv,B1
equally,adv,B1
global,adj,B1
kick,verb,B1
kick,noun,B1
damage,noun,B1
damage,verb,B1
escape,verb,B1
escape,noun,B1
glove,noun,B1
killing,noun,B1
deal,noun,B1
essential,adj,B1
go,noun,B1
kind,adj,B1
decade,noun,B1
eventually,adv,B1
grade,noun,B1
kiss,verb,B1
kiss,noun,B1
deep,adv,B1
examine,verb,B1
graduate,noun,B1
graduate,verb,B1
knock,noun,B1
define,verb,B1
except,conj,B1
grain,noun,B1
label,noun,B1
label,verb,B1
definite,adj,B1
exchange,noun,B1
exchange,verb,B1
grateful,adj,B1
laboratory,noun,B1
definition,noun,B1
excitement,noun,B1
growth,noun,B1
lack,noun,B1
lack,verb,B1
deliver,verb,B1
exhibition,noun,B1
guard,noun,B1
guard,verb,B1
latest,adj,B1
departure,noun,B1
exit,noun,B1
guilty,adj,B1
lay,verb,B1
despite,prep,B1
expand,verb,B1
hand,verb,B1
layer,noun,B1
destination,noun,B1
expected,adj,B1
hang,verb,B1
lead,noun,B1
determine,verb,B1
experience,verb,B1
happiness,noun,B1
leading,adj,B1
determined,adj,B1
experienced,adj,B1
hardly,adv,B1
leaf,noun,B1
development,noun,B1
experiment,verb,B1
hate,noun,B1
leather,noun,B1
diagram,noun,B1
explode,verb,B1
head,verb,B1
legal,adj,B1
diamond,noun,B1
explore,verb,B1
headline,noun,B1
leisure,noun,B1
difficulty,noun,B1
explosion,noun,B1
heating,noun,B1
length,noun,B1
direct,verb,B1
direct,adv,B1
export,noun,B1
export,verb,B1
heavily,adv,B1
level,adj,B1
directly,adv,B1
extra,noun,B1
extra,adv,B1
helicopter,noun,B1
lie,verb,B1
lie,noun,B1
dirt,noun,B1
face,verb,B1
highlight,verb,B1
highlight,noun,B1
like,noun,B1
disadvantage,noun,B1
fairly,adv,B1
highly,adv,B1
limit,noun,B1
limit,verb,B1
disappointed,adj,B1
familiar,adj,B1
highway,noun,B1
lip,noun,B1
disappointing,adj,B1
fancy,adj,B1
hire,verb,B1
liquid,noun,B1
liquid,adj,B1
discount,noun,B1
far,adj,B1
historic,adj,B1
literature,noun,B1
dislike,verb,B1
dislike,noun,B1
fascinating,adj,B1
historical,adj,B1
live,adj,B1
live,adv,B1
living,adj,B1
living,noun,B1
painful,adj,B1
properly,adv,B1
sailor,noun,B1
local,noun,B1
pale,adj,B1
property,noun,B1
sample,noun,B1
locate,verb,B1
pan,noun,B1
protest,noun,B1
protest,verb,B1
sand,noun,B1
located,adj,B1
participate,verb,B1
proud,adj,B1
scan,verb,B1
location,noun,B1
particularly,adv,B1
prove,verb,B1
scientific,adj,B1
lonely,adj,B1
pass,noun,B1
pull,noun,B1
script,noun,B1
loss,noun,B1
passion,noun,B1
punish,verb,B1
sculpture,noun,B1
luxury,noun,B1
path,noun,B1
punishment,noun,B1
secondary,adj,B1
mad,adj,B1
payment,noun,B1
push,noun,B1
security,noun,B1
magic,noun,B1
magic,adj,B1
peaceful,adj,B1
qualification,noun,B1
seed,noun,B1
mainly,adv,B1
percentage,noun,B1
qualified,adj,B1
sensible,adj,B1
management,noun,B1
perfectly,adv,B1
qualify,verb,B1
separate,verb,B1
market,verb,B1
performance,noun,B1
quit,verb,B1
seriously,adv,B1
marketing,noun,B1
personally,adv,B1
quotation,noun,B1
servant,noun,B1
marriage,noun,B1
persuade,verb,B1
quote,verb,B1
quote,noun,B1
set,verb,B1
meanwhile,adv,B1
photographer,noun,B1
race,noun,B1
set,noun,B1
measure,verb,B1
measure,noun,B1
photography,noun,B1
racing,noun,B1
setting,noun,B1
medium,adj,B1
pin,noun,B1
pin,verb,B1
raise,noun,B1
sex,noun,B1
mental,adj,B1
pipe,noun,B1
range,noun,B1
sexual,adj,B1
mention,noun,B1
place,verb,B1
rare,adj,B1
shake,noun,B1
mess,noun,B1
planning,noun,B1
rarely,adv,B1
share,noun,B1
mild,adj,B1
pleasant,adj,B1
reaction,noun,B1
sharp,adj,B1
mine,noun,B1
pleasure,noun,B1
reality,noun,B1
shelf,noun,B1
mix,verb,B1
mix,noun,B1
plenty,pron,B1
receipt,noun,B1
shell,noun,B1
mixture,noun,B1
plot,noun,B1
recommendation,noun,B1
shift,noun,B1
mood,noun,B1
plus,prep,B1
reference,noun,B1
shine,verb,B1
move,noun,B1
poem,noun,B1
reflect,verb,B1
shiny,adj,B1
mud,noun,B1
poet,noun,B1
regularly,adv,B1
shoot,verb,B1
murder,noun,B1
murder,verb,B1
poetry,noun,B1
reject,verb,B1
shy,adj,B1
muscle,noun,B1
point,verb,B1
relate,verb,B1
sight,noun,B1
musical,noun,B1
poison,noun,B1
poison,verb,B1
related,adj,B1
signal,noun,B1
signal,verb,B1
mystery,noun,B1
poisonous,adj,B1
relation,noun,B1
silent,adj,B1
nail,noun,B1
policy,noun,B1
relative,adj,B1
relative,noun,B1
silly,adj,B1
narrative,noun,B1
narrative,adj,B1
political,adj,B1
relaxed,adj,B1
similarity,noun,B1
nation,noun,B1
politician,noun,B1
relaxing,adj,B1
similarly,adv,B1
native,adj,B1
native,noun,B1
politics,noun,B1
release,verb,B1
release,noun,B1
simply,adv,B1
naturally,adv,B1
port,noun,B1
reliable,adj,B1
since,adv,B1
neat,adj,B1
portrait,noun,B1
religion,noun,B1
sink,verb,B1
necessarily,adv,B1
possibly,adv,B1
religious,adj,B1
slave,noun,B1
need,modalv,B1
pot,noun,B1
remain,verb,B1
slice,noun,B1
slice,verb,B1
needle,noun,B1
pour,verb,B1
remind,verb,B1
slightly,adv,B1
neither,adv,B1
poverty,noun,B1
remote,adj,B1
slow,verb,B1
net,noun,B1
powder,noun,B1
rent,noun,B1
rent,verb,B1
smooth,adj,B1
next,noun,B1
powerful,adj,B1
repair,noun,B1
software,noun,B1
nor,conj,B1
nor,adv,B1
practical,adj,B1
repeat,noun,B1
soil,noun,B1
normal,noun,B1
pray,verb,B1
repeated,adj,B1
solid,adj,B1
solid,noun,B1
northern,adj,B1
prayer,noun,B1
represent,verb,B1
sort,verb,B1
note,verb,B1
prediction,noun,B1
request,verb,B1
southern,adj,B1
now,conj,B1
prepared,adj,B1
require,verb,B1
specifically,adv,B1
nuclear,adj,B1
presentation,noun,B1
reservation,noun,B1
spending,noun,B1
obvious,adj,B1
press,noun,B1
press,verb,B1
resource,noun,B1
spicy,adj,B1
obviously,adv,B1
pressure,noun,B1
respect,noun,B1
respect,verb,B1
spirit,noun,B1
occasion,noun,B1
pretend,verb,B1
responsibility,noun,B1
spoken,adj,B1
occur,verb,B1
previous,adj,B1
responsible,adj,B1
spot,noun,B1
odd,adj,B1
previously,adv,B1
result,verb,B1
spread,verb,B1
official,adj,B1
priest,noun,B1
retire,verb,B1
spring,verb,B1
old-fashioned,adj,B1
primary,adj,B1
retired,adj,B1
stadium,noun,B1
once,conj,B1
prince,noun,B1
revise,verb,B1
staff,noun,B1
operation,noun,B1
princess,noun,B1
ring,noun,B1
standard,noun,B1
standard,adj,B1
organized,adj,B1
principal,noun,B1
risk,noun,B1
risk,verb,B1
state,adj,B1
state,verb,B1
organizer,noun,B1
printing,noun,B1
robot,noun,B1
statistic,noun,B1
original,noun,B1
prisoner,noun,B1
roll,verb,B1
roll,noun,B1
statue,noun,B1
originally,adv,B1
private,adj,B1
romantic,adj,B1
stick,verb,B1
ought,modalv,B1
producer,noun,B1
rope,noun,B1
stick,noun,B1
ours,pron,B1
production,noun,B1
rough,adj,B1
still,adj,B1
outdoor,adj,B1
profession,noun,B1
row,noun,B1
store,verb,B1
outdoors,adv,B1
profit,noun,B1
royal,adj,B1
stranger,noun,B1
overseas,adj,B1
program,verb,B1
rule,verb,B1
strength,noun,B1
pack,noun,B1
promote,verb,B1
safety,noun,B1
string,noun,B1
package,noun,B1
proper,adj,B1
sail,noun,B1
strongly,adv,B1
studio,noun,B1
unlike,prep,B1
agency,noun,B1
capture,verb,B1
capture,noun,B1
stuff,noun,B1
unlikely,adj,B1
agenda,noun,B1
cast,noun,B1
cast,verb,B1
substance,noun,B1
unnecessary,adj,B1
aggressive,adj,B1
catch,noun,B1
successfully,adv,B1
unpleasant,adj,B1
aid,noun,B1
aid,verb,B1
chain,verb,B1
sudden,adj,B1
update,verb,B1
update,noun,B1
aircraft,noun,B1
chair,verb,B1
suffer,verb,B1
upon,prep,B1
alarm,verb,B1
chairman,noun,B1
suit,verb,B1
upset,adj,B1
upset,verb,B1
alter,verb,B1
challenge,verb,B1
suitable,adj,B1
used,adj,B1
amount,verb,B1
characteristic,noun,B1
characteristic,adj,B1
summarize,verb,B1
anger,noun,B1
chart,verb,B1
summary,noun,B1
valuable,adj,B1
angle,noun,B1
chief,adj,B1
chief,noun,B1
supply,noun,B1
supply,verb,B1
value,noun,B1
anniversary,noun,B1
circumstance,noun,B1
supporter,noun,B1
various,adj,B1
annual,adj,B1
cite,verb,B1
surely,adv,B1
version,noun,B1
anxious,adj,B1
citizen,noun,B1
surface,noun,B1
victim,noun,B1
apparent,adj,B1
civil,adj,B1
survive,verb,B1
view,verb,B1
apparently,adv,B1
classic,adj,B1
classic,noun,B1
swim,noun,B1
viewer,noun,B1
appeal,noun,B1
appeal,verb,B1
close,noun,B1
switch,verb,B1
violent,adj,B1
approach,noun,B1
approach,verb,B1
closely,adv,B1
symptom,noun,B1
volunteer,noun,B1
volunteer,verb,B1
appropriate,adj,B1
collapse,verb,B1
collapse,noun,B1
tail,noun,B1
vote,noun,B1
vote,verb,B1
approval,noun,B1
combination,noun,B1
talent,noun,B1
warm,verb,B1
approve,verb,B1
comfort,noun,B1
comfort,verb,B1
talented,adj,B1
warn,verb,B1
arise,verb,B1
command,noun,B1
command,verb,B1
tape,noun,B1
warning,noun,B1
armed,adj,B1
commission,noun,B1
commission,verb,B1
tax,noun,B1
tax,verb,B1
waste,noun,B1
waste,verb,B1
waste,adj,B1
arms,noun,B1
commitment,noun,B1
technical,adj,B1
water,verb,B1
artificial,adj,B1
committee,noun,B1
technique,noun,B1
wave,verb,B1
artistic,adj,B1
commonly,adv,B1
tend,verb,B1
weapon,noun,B1
ashamed,adj,B1
complex,noun,B1
tent,noun,B1
weigh,verb,B1
aside,adv,B1
complicated,adj,B1
that,adv,B1
western,adj,B1
aspect,noun,B1
component,noun,B1
theirs,pron,B1
whatever,det,B1
whatever,pron,B1
assess,verb,B1
concentration,noun,B1
theme,noun,B1
whenever,conj,B1
assessment,noun,B1
concept,noun,B1
theory,noun,B1
whether,conj,B1
associate,verb,B1
concern,noun,B1
concern,verb,B1
therefore,adv,B1
while,noun,B1
associated,adj,B1
concerned,adj,B1
this,adv,B1
whole,noun,B1
association,noun,B1
conduct,verb,B1
conduct,noun,B1
though,conj,B1
though,adv,B1
will,noun,B1
assume,verb,B1
confidence,noun,B1
throat,noun,B1
win,noun,B1
attempt,noun,B1
attempt,verb,B1
conflict,noun,B1
conflict,verb,B1
throughout,prep,B1
throughout,adv,B1
wing,noun,B1
attorney,noun,B1
confusing,adj,B1
tight,adj,B1
within,prep,B1
back,verb,B1
congress,noun,B1
till,conj,B1
till,prep,B1
wonder,verb,B1
wonder,noun,B1
bacteria,noun,B1
conscious,adj,B1
tiny,adj,B1
wool,noun,B1
bar,verb,B1
conservative,adj,B1
conservative,noun,B1
tip,verb,B1
worldwide,adj,B1
worldwide,adv,B1
barrier,noun,B1
consideration,noun,B1
tire,noun,B1
worry,noun,B1
basically,adv,B1
consistent,adj,B1
toe,noun,B1
worse,adv,B1
battle,verb,B1
constant,adj,B1
ton,noun,B1
worst,adv,B1
bear,verb,B1
constantly,adv,B1
tongue,noun,B1
worth,adj,B1
beat,noun,B1
construct,verb,B1
total,adj,B1
total,noun,B1
written,adj,B1
beg,verb,B1
construction,noun,B1
totally,adv,B1
wrong,adv,B1
being,noun,B1
contemporary,adj,B1
touch,noun,B1
young,noun,B1
bent,adj,B1
contest,noun,B1
contest,verb,B1
tour,verb,B1
youth,noun,B1
bet,verb,B1
bet,noun,B1
contract,noun,B1
contract,verb,B1
trade,noun,B1
trade,verb,B1
beyond,prep,B1
beyond,adv,B1
contribute,verb,B1
trainer,noun,B1
bill,verb,B1
contribution,noun,B1
translate,verb,B1
bitter,adj,B2
convert,verb,B2
translation,noun,B2
blame,verb,B2
blame,noun,B2
convinced,adj,B2
transport,verb,B2
abandon,verb,B2
blind,adj,B2
core,noun,B2
core,adj,B2
treat,verb,B2
abroad,adv,B2
bond,noun,B2
corporate,adj,B2
treatment,noun,B2
absolute,adj,B2
border,verb,B2
council,noun,B2
trend,noun,B2
acceptable,adj,B2
breast,noun,B2
county,noun,B2
trick,noun,B2
trick,verb,B2
accompany,verb,B2
brief,adj,B2
courage,noun,B2
truth,noun,B2
account,verb,B2
broad,adj,B2
crash,noun,B2
crash,verb,B2
tube,noun,B2
accurate,adj,B2
broadcast,verb,B2
